col1	col2	col3	col4	col5
0	3531	2	 过户费 杂七杂八税费需要	目前还没有
0	3532	0	装修	还要加豪宅税新政超过750万以上房子需要交增值税
0	3532	1	有税	首付最少40%
0	3532	2	几套房子都看	周边槐柏树街北里南里都居室
0	3532	3	业主一套类似房子  想一起看	初中截图
0	3532	4	你好请问这套房子有没有增税	稍看一下
0	3533	0	房子看	价格谈
0	3533	1	房子有产证	楼盘都精装交付
0	3533	2	现在看看	十里庙路
0	3533	3	这是房子	看我要提前预约
0	3534	0	小区中海阳光玫瑰园初中学位	房本
0	3534	1	想看一下房	去年挂牌租客只能节假日看房
0	3534	2	房产证	好
0	3534	3	 价格能谈	您好
0	3534	4	一室一厅单间配套都	业主没说大概
0	3535	0	家居家电全送	您好
1	3535	1	价位还合适不光线不足	😂
0	3535	2	您好请问房子周边学校	不说装修风格厨房改造顶楼估计好多钱
0	3535	3	满五个税	已经核实今年好几个客户医护工作者买房
0	3535	4	房价空间	考虑自住
0	3536	0	学校	估计够呛北区考虑
0	3536	1	养老合适周边配套齐全	说小区学校距离
0	3536	2	公积金贷款	具体看房
1	3537	0	增值税	龙体片区整体比较均衡
0	3537	1	您好请问房子周边学校	捆绑
0	3537	2	现在有证没	好加PHONE
1	3538	0	国展六楼最低钱能卖	佳源巴黎都市还不错
0	3538	1	啥时候看	谈下还要看缘分
0	3538	2	税还要交税	看付款方式能谈不太多
0	3539	0	周边中小学情况	行
0	3539	1	看楼	位置想买
0	3539	2	价格有没有家电	我来沟通下
0	3539	3	家电齐全	100万左右房子套三空间23
0	3539	4	房东贷款情况	学校总价几房推几套
0	3540	0	最上面户型从早到晚都见不上太阳	觉得应该没问题
0	3540	1	能够看房	号码我加微信聊
0	3540	2	没有产证	帮约业主
0	3540	3	加上税之后钱能卖	2号楼当时药监局团购房
0	3540	4	是否降价空间	OK
0	3541	0	欧这套房子尼	看现在有空带线上看看先了解下
1	3541	1	多久两年	想主城区
0	3541	2	增值税	方便留一下电话核实清楚第一时间联系
1	3542	0	昨天房子卖想看看附近房子	方便留下电话
1	3542	1	小区毛坯	此房满五不唯一欠款
0	3542	2	阳光	这是3房双卫装修房
1	3543	0	周末看看	开发商装修
0	3543	1	南区	我刚问没回再
0	3543	2	您好想了解朗御即将上架3室房源报价	想钱买 业主聊聊
1	3544	0	您好请问房子周边学校	看过
0	3544	1	60卖	视野无敌开阔
1	3545	0	价格还谈	这套房子对口闸北实验小学了解带实地看一下
1	3545	1	您好想看这套房子	今天发北竹杆大两居一天看十五个客户排队五个意向客户
0	3545	2	满几	方便几点方便安排几套符合需求房子
1	3546	0	这套房子	有联中学区
0	3546	1	买几年	反正专门负责罗阳梅陇板块附近房子问题都问
0	3546	2	老校区	😁周末联系
1	3547	0	满二都税费	二
0	3547	1	临街	750万内环里面地铁三房面娄
0	3547	2	您好想咨询绿地世纪城七期小区	5成
1	3548	0	想来看一下	市西中学七一中学都市重点中学
1	3548	1	买交税	107特价算下来95走链家  去估计100万左右
0	3548	2	小区附近生活配套	中学星辰中学
1	3549	0	套房挺感兴趣	年前聊过想买低楼层落户
0	3549	1	家具家电	您好
0	3549	2	好看房方便	东西户有要求
1	3550	0	最主要还讲点下来	方便留个联系方式
1	3550	1	想不起来说位置	2006年左右
0	3550	2	您好正在看恒大嘉州城房子	您好房子很熟悉实地看过好几次方便打电话说讲下房子情况
0	3550	3	位置	没有
0	3550	4	这种满五唯一税少	随时
1	3551	0	一起看水映蓝庭那套	找找到时候带去看看
0	3551	1	房子看	帮找找房源
1	3551	2	低价	一期
0	3552	0	光线好	新证毛坯底价110最低
0	3552	1	想看一下房子	包租房看看户型
0	3552	2	税费算	钥匙
0	3552	3	户型	出去办件公司收费公司规定
0	3552	4	您好请问户型优缺点	方便留个联系方式
1	3553	0	税费	靠里面
1	3553	1	钱能卖	您好链家小郑很高兴为您服务
0	3553	2	最低	正常出售
0	3553	3	套房情况	先带看一下VR
0	3553	4	能够看房	您好想看一下几房
0	3554	0	好南北通透	大约几点
0	3554	1	周边配置	商住银行不贷款
0	3554	2	时间去看看	说二楼一居
0	3554	3	家具爷不带	总价预算样子
0	3554	4	挡光	先看房子
1	3555	0	套房源价格优惠空间	周末愉快
0	3555	1	看房不	还没满2年价格房东定
1	3556	0	您好正在看华林紫微小区房子	一楼卖掉看一套
0	3556	1	清水	先看房价格谈
0	3556	2	好久满2年	刘小姐
1	3557	0	价格最低	夏威夷蓝湾有个南向87平米31层158万正常首付
0	3557	1	靠路	现在
0	3557	2	买入读幼儿园小学中学	目前只能线上看房疫情后实地看房
0	3558	0	这套最低钱	时间看房
0	3558	1	请问首付贷款	看提前预约
0	3558	2	这套房子方便看	方便加微信
0	3558	3	降价不可能	契税
0	3558	4	您好请问房子周边学校	方便联系方式 发下照片
1	3559	0	时间看	两套做个对比看房都方便
0	3559	1	税费大概	早上好之前咨询林奥嘉园房源户型很优质时间去看看
0	3559	2	挡阳光	107户型
0	3559	3	周末先选几套相中集中看一下	挺不错
0	3559	4	前面光线	全国法拍房应该都
1	3560	0	现在看看	好
0	3560	1	房子几期	明天下午几点过来
0	3560	2	房本在手没	现在线上看房
0	3561	0	此房情况	方便具体沟通下几个小区所有房子考虑好把握需求
0	3561	1	好现在看	育才中学
0	3561	2	好房子马路不	悦榕湾三居室两以上成交价都
0	3562	0	中学读对口	房东婚房装修
0	3562	1	房产证照片	小区最里面进出不是很方便
0	3562	2	请问临街	对口四小
0	3562	3	价格还研究	300
0	3562	4	房子有大税	急降200万全石材外立面小区中心水景位置
1	3563	0	房主 心里价位 能否透漏一下	不加微信一会算了详细发给你
0	3563	1	房子增值税	稍
0	3563	2	系统里报24001户型全北	说
0	3564	0	优惠	应该不知道没有
0	3564	1	能够看房	对口二小水一中
0	3564	2	增值税	现在有空
0	3564	3	不动产证	约下
0	3564	4	晚上现在好看房子	这套房子看看
1	3565	0	 一起看一起去	老南环
0	3565	1	3.3能谈下来	七万左右
0	3565	2	有大税	附近电梯
0	3565	3	明天上午一起	之前客户已经看上房子现在房东谈价格房东确定满没满2年确实没有满2年还找房东谈价格先看房子
0	3565	4	贷款	带看看房
1	3566	0	商品房都有证	和平里片区东直门更均衡
1	3566	1	这套房子贷款	你好
1	3566	2	初中	电梯房公摊这算小很多都二十多
0	3567	0	只能全款	成交价4成评估价3成
0	3567	1	家电没有	这套房子26楼
0	3567	2	现在看房方便	客户资金出问题
1	3568	0	您好请问房子周边学校	路不是主干路基本没有噪音马路上
0	3568	1	您好请问房子周边学校	首付三层
0	3568	2	业主最低价位出	参考一下
1	3569	0	套房降价空间	12年房子
0	3569	1	在院外面	新华御湖庄园肥西产权
0	3569	2	您好请问周边配套	1楼
0	3569	3	配套小学中学占用	好
0	3569	4	这套房子情况	小区两居室目前那套320万
0	3570	0	不知道西区11楼谈下来	未央湖小学去需要托人
1	3570	1	临街不	小区航拍图
1	3570	2	税费几多	看线上VR 看看
0	3571	0	小学	暂时没有
0	3571	1	看	周末过来安排一下
0	3571	2	您好请问房子周边学校	好
1	3572	0	二套买进税大概	房子方便看
0	3572	1	毛坯带车位	底价490低于490不卖
0	3572	2	是不是还便宜	首付5成
0	3573	0	价格还谈	随时看
0	3573	1	价格还谈不	您好发房子还贝壳所有房源均真实售房源想看看帮约业主时间
1	3573	2	议价空间	随时都看
0	3573	3	明天上午看	好👌
1	3573	4	正常住宅交可交易	兴趣先看看房
1	3574	0	两年	看好协商基本都能带
1	3574	1	现在看	第二个一楼
0	3574	2	带家具	厨房橱柜留下
0	3575	0	样子明天时间看房不	好只看天纵城两房
0	3575	1	房子贷款	考虑买房
0	3575	2	看看明后天时间约我先对比一下	喽
0	3576	0	能够看房	目前价已经挺低 先看房
0	3576	1	全款	应该商量 三四百万房子容易一口价
0	3576	2	房子带全屋家电	小区供热
0	3576	3	套房税费介绍下	没有一手房客户不用出中介费
0	3576	4	房产证	两套都顶楼
1	3577	0	能够看房	父母买学林小区其实很合适
0	3577	1	介绍下房子	约一下时间
0	3577	2	户型	人
1	3578	0	实地看房	5bin
0	3578	1	中学哪家	周边主要回迁电梯房商品房多层老小区为主
0	3578	2	初中	看一下
0	3579	0	您好请问房子周边学校	全款价格业主愿意折让幅度业主说面谈
0	3579	1	采光	二手房肯定有证
0	3579	2	双流	爱琴海这套首付35万外加税费佣金
1	3580	0	能够看房	直升
0	3580	1	这是德兴小学	小区都大面积房型考虑大面积
0	3580	2	小区马路	一会告诉
0	3581	0	全款	附近都
0	3581	1	其他费用议价空间	好号码加微信具体时间确定好微信上沟通
0	3581	2	房子带装修	群星城对面
0	3581	3	电梯小学中学	对应六十五中实验二中电脑排位
0	3581	4	看看	605这套
1	3582	0	两套不能一起看	方便留个电话加个微信详细聊下
0	3582	1	最低钱	今天
0	3582	2	我想问下房子二手精装修	没下来
1	3583	0	要求全款	有套中间套435带车位
1	3583	1	价格便宜	10几万样子
0	3583	2	周边中小学情况	预算钱
1	3584	0	装修	一期
0	3584	1	您好请问房子周边学校	小区地铁口比较近
0	3584	2	明天想去看房子	明天…
0	3585	0	您好正在看九里堤北路52号院房子	a户型赠送面积最大那种户型都
0	3585	1	税费	保利首开熙悦春天2016年6月30日交房入住小区总共8栋住宅板楼1568户保利物业物业费3.04元市政集中供暖30元每平米人车分流容积率2.38绿化率30%封闭式管理安全系数高小区配有公立幼儿园周边凯德Mall大型购物商场出小区150米地铁4号线天宫院首站C口出行便捷
1	3585	2	大税	加微信
1	3586	0	这套房子谈价不	约个时间
0	3586	1	这套问问最低谈到	华山中小学
0	3586	2	还便宜	苹果小镇房子考虑
0	3587	0	现在过来	你好
1	3587	1	最后这套	您好发房子还贝壳所有房源均真实售房源想看看帮约业主时间
0	3587	2	您好请问房子周边学校	928大划算一点 感觉上
1	3588	0	今天看	三期有证
1	3588	1	新房会增值税	空间不大
0	3588	2	视野	一点
0	3588	3	阴面	价格目前空房价格到时候需要的话房东商量看东西需不需要
0	3589	0	房子听说满四	好
0	3589	1	公积金贷款	不满两年
0	3589	2	朝向马路	看看
1	3590	0	装是不是中央空调	公积金首套满贷70万
1	3590	1	看房	二套贷款大概带
0	3590	2	请问首付贷款	西园小学
0	3590	3	看	不能贷款
0	3591	0	这套1980空间	落实业主满五唯一
0	3591	1	今天方便看房	现在说700
0	3591	2	有没有税	微信联系方便一点
0	3592	0	您好请问房子周边学校	首付
0	3592	1	装修	全是朝阳不是南北通透
0	3592	2	房产证没问题	50万总价房子现在南沙找不到
0	3593	0	价格有没有谈	好!
0	3593	1	装修材料	大概几点
0	3593	2	房子房产证没	产权证三个月之后下来
1	3594	0	现在满2年  还要交费用	小区双面比较少
0	3594	1	全套	联系业主
0	3594	2	想了解一下读龙舟路小学学区房	小区购买不需要社保属于正常商品房
0	3595	0	能够看房	看完房谈
0	3595	1	都精装出售	看
0	3595	2	5楼装修好	小区好一点小区大环境好
0	3595	3	房子看不	好
0	3595	4	这套房子看	挺了解考虑看江户型
1	3596	0	不是边户	有满五房子看
0	3596	1	价格优惠空间	看法拍网上
0	3596	2	高贷税最少税大概交	类似户型67.8平米满五唯一报价540万
0	3596	3	房产证没	目前卖比较急卖套联排524平2900万急卖价格谈
0	3596	4	您好请问户型优缺点	二楼
0	3597	0	套房源价格优惠空间	七一中学
1	3597	1	9号楼会不会堵采光	我加微信
1	3597	2	您好想了解驿都城即将上架3室房源报价	好
0	3597	3	优惠	上学
0	3597	4	最低钱	先看看房子找房主聊聊
1	3598	0	看房都方便	铁路
0	3598	1	能够看房	谈
0	3599	0	能够看房	你好 有空
1	3599	1	有没有房产证	龙湖 一小块
0	3599	2	看房	之前商贷公积金
0	3600	0	最好周围配套齐一点	方便留个联系方式
1	3600	1	地铁附近配套齐全	业主住3期
0	3600	2	采光	看方便
1	3601	0	送点家具才行	还需要1年左右
1	3601	1	家具都会留下搬走	不客气
0	3601	2	小区小学学区	您好
0	3602	0	小区位置	客户承担
1	3602	1	想着先过去实地看看	一套套三房子
0	3603	0	再约几套一起看	发送多套房子说一套
0	3603	1	价格空间	好到时候微信联系
0	3603	2	毛坯	您好
0	3603	3	能够看房	现在这会可能看不了租户要约不留个联系方式约一下
1	3603	4	下边位置	房子性价比很高业主急售不知道是否实地看过采光还不错看房钥匙随时带看一下具体情况再沟通
1	3604	0	菁蓉不是小学	不朝
0	3604	1	小区里都税	个税13000锲税13000
0	3604	2	请问首付贷款	清水
0	3604	3	高税	南区
0	3605	0	是否降价空间	出个价
0	3605	1	说大税先前看房子都大税	这套房子看房不怎么方便租客不配合带9200预约
0	3605	2	未来科技城其实配套都还没有上来	有装好
1	3606	0	周边配套设施	我发看下
0	3606	1	套房源价格优惠空间	看全阳户型
0	3606	2	40年产权税费高	接受几层最高 没有电梯
1	3607	0	个税都没有增值税	看房都挺方便钥匙业主预约一下看
0	3607	1	阳光充足	您好
0	3608	0	您好正在看铂金时代房子	不是
0	3608	1	您好请问房子周边学校	绿洲家园不考虑
0	3608	2	电器	加不上用户不存在
0	3608	3	应该会配合看房	毛坯房
0	3608	4	亲房子几排	好
0	3609	0	小区配套设施	2
1	3609	1	物业配套咋样安静不	考天府石室中学
1	3609	2	您好请问房子周边学校	看预算考虑几房
1	3610	0	房子有证	好
1	3610	1	问问最低能出	房东诚心出售
0	3610	2	房子几期	业主南朗做生意随时看房
1	3611	0	房子满几年	这套房子整个小区里性价比最高一套
0	3611	1	看不	没有大遮挡
0	3611	2	附近h户型	满嘴跑火车意思
0	3612	0	有没有装修好点	看几点时间过来
1	3612	1	看	小区
0	3612	2	公积金	退下
0	3612	3	能够看房	好
1	3613	0	三期	有空
0	3613	1	这套只能全款	心里价位
0	3613	2	读九江小学	夹边套
1	3614	0	采光	时间方便
0	3614	1	房子看	下午
0	3614	2	满三年	不包税
0	3615	0	房子报价低税	20
1	3615	1	介绍一下房子情况	净首付60万左右
0	3615	2	海景城6栋是不是税费很高	20万左右
0	3615	3	全套	贵姓
0	3615	4	价格空间	您好
1	3616	0	想了解一下锦江房子	你好
0	3616	1	一期	顶楼接受签约提供房主同事亲戚没看到
0	3616	2	深中	伪南北通
1	3617	0	有大税	看下2017年新校小区小区距离地铁口200米对面沃尔玛
1	3617	1	您好想了解保利壹号公馆即将上架4室房源报价	装修保养很好
1	3617	2	毛坯	好
1	3618	0	看	意向看约房东谈
1	3618	1	48中本部	周边配套成熟
1	3618	2	现在满2年  还要交费用	不着急
0	3618	3	这是二期	帮约好
0	3618	4	想了解一下西安公寓准备买一套公寓	看带有不带
1	3619	0	上学校	首创娇子1号开发商首创锦汇置业开发打造位于南三环二段成龙大道一段交汇处娇子立交小区占地143亩绿化率百分之三十容积率2.0小区高层住宅别墅混合型高层为七栋八个单元临近三圣乡风景很好现有75竖厅  85横厅竖厅  96 横厅竖厅 108横厅四种面积六种户型2T6户塔板结合小区2017年竣工2018年3月正式入住
0	3619	1	周边学区	首套房
0	3619	2	看房子	确实之前毛坯
0	3619	3	个人买房还要增值税	谈不了
1	3620	0	105万房东卖不卖看过	您好
0	3620	1	套房源价格优惠空间	公积金贷款  商贷
0	3620	2	主要考虑问题交通商业配套后期出手问题	时间
1	3621	0	没有证	租
0	3621	1	看房子	有套好房子
0	3621	2	您好小区价格很高周边配套优势	次卧采光不好
0	3621	3	您好请问房子周边学校	90万不能😂
0	3621	4	3楼7楼同一个户型	房子要求
0	3622	0	不能看	您好
1	3622	1	能够看房	最近雅礼雨花一中新华都
0	3622	2	初中	周六日休息
0	3623	0	您好正在看洛铜嘉苑房子	随时
0	3623	1	看	契税
0	3623	2	透个底房子降	上
1	3624	0	几区	上想象国际小学
1	3624	1	房证	顶楼
1	3624	2	想了解这套房子	几层算
0	3625	0	现在拿到产权	方便手机号微信号新房子第一时间联系发给您
0	3625	1	降短时间卖出去	这套房子7楼对楼高有要求
0	3625	2	青林毛坯	现目前合作银行 基本上老房子95年之前 都不贷款
0	3625	3	周围配套	留个电话核实好打电话
0	3625	4	看房	更名全款
0	3626	0	套房源价格优惠空间	很方便
0	3626	1	两年	几套房子满五唯一税费相对会低些
0	3626	2	没有房产证是不是	价格谈
0	3626	3	请问这是户型地下室正规私挖	都上
0	3626	4	学区	实地看看
0	3627	0	套房源价格优惠空间	看上谈
0	3627	1	税	税费比较低
0	3627	2	房子产权证	一期免税
0	3628	0	现在看只能看看😂😂做不了决定	加下微信
0	3628	1	能够看房	2010年
0	3628	2	最近看房需求	带看一下
0	3628	3	初中小学	双方份额共有
0	3628	4	看不	契税看现在名下有没有房子准备买大面积
1	3629	0	套问一下现在看不	圈只能绿植圈
1	3629	1	看房	首付33万
1	3629	2	师范附属中学	好
1	3630	0	明天上午一起	户型解读里立即查看完整户型报告房源性价比分析
1	3630	1	您好想咨询中铁北城时代小区	接受1110万左右
1	3630	2	三期	加亲
1	3631	0	带装修看装	想
1	3631	1	三期	你好问问房东
0	3631	2	亲明天帮忙约一下业主看房	想看套二套三
0	3631	3	看看明后天时间约我先对比一下	没有
0	3631	4	首付要求	今年下证
0	3632	0	个人贷	房东有点像满二涨点价格
1	3632	1	边户	过来
0	3632	2	价格最低卖	公交线路位置有没有需求
0	3632	3	价格还谈	这是888
0	3632	4	套房源价格优惠空间	先帮房东去探探低
0	3633	0	您好请问房子周边学校	方便看房 实地看一下
1	3633	1	价格下来1030	小区对应学区国华生态幼儿园芳草小学南区锦城七中
1	3633	2	现在看	贝壳所有房源信息都真实
1	3634	0	多久满两年	考虑小区
0	3634	1	装修	请问称呼
1	3634	2	觉得谈到	房子1998年建
1	3634	3	看不	间房子业主买下来住没有超过两个星期
0	3634	4	契税包含	蜀镇东韵花园看过
0	3635	0	周围配套	经开
0	3635	1	联系九楼去看一下	适合淘房下手
0	3635	2	套房税费介绍下	永丰楼   6楼到顶5楼
0	3635	3	精装	简单装修
0	3635	4	装修	  考虑买房子
1	3636	0	觉得谈到	不是
0	3636	1	户型介绍未满两年增质税	手机号码
0	3636	2	介绍一下情况	满两年
0	3636	3	您好正在看铂金时代房子	具体再谈
0	3636	4	您好请问房子周边学校	  需要提前约
0	3637	0	家具家电都带	第一天看
0	3637	1	不是好几十万税	真是14楼
0	3637	2	小学初中名字	96平报价142万
0	3637	3	价格空间不	好 明天约
0	3637	4	不会挡	只能全款
1	3638	0	今天下午看房 	不能不负责任告诉您以后 只能告诉您现在不能买
1	3638	1	首付	房子32.8平小区房率80%左右
0	3638	2	金花园谈价觉得能谈	说一栋17楼卖面积17楼好几套
0	3638	3	房子	需要120平左右
0	3638	4	有个税增值税	请问时间看房
0	3639	0	复地便宜原因是因为地点配套	你好
0	3639	1	临街	全部都十分钟以内
0	3639	2	估计能少	方便留个微信电话过来看房微信说一声就行了帮再看看有没有比较适合房子
0	3639	3	加完实际买套房钱家具家电送不送	我加
1	3640	0	看房东底价好像不五一	建议先看房哈
0	3640	1	光线遮挡严重	太阳公园一期对面
0	3640	2	房本	固安房子
1	3641	0	学区读小学	花样年江山
0	3641	1	房子配套学习	450
0	3641	2	房子看房方便	预算找一下合适房子
1	3642	0	房产证都	有证
0	3642	1	请问学区	首套贷款300万个税70万契税首套1%4.67万
0	3642	2	学区小学对应	好
1	3643	0	采光	房子华润开发精装交房
0	3643	1	钱能卖768	小学上晋阳街小学
0	3643	2	能够看房	精装修
1	3644	0	这种谈到	留个电话打电话核实一会回复有时候收不到消息
0	3644	1	想问一下金色乐府配套学区	最近有没有考虑买房全成都都推荐
0	3644	2	贷款	全明户型唯一不通透
0	3644	3	现在方便	配套非常齐全
0	3644	4	丽景城宝中学位房	小高层面积125127
1	3645	0	房产证	公积金贷款贷少
0	3645	1	房子二套首付几成	两卫都没几个房东出售
1	3645	2	南师附小	总高12层
1	3646	0	小陈最近房子看	您好抱歉昨晚睡着刚看到消息
0	3646	1	房子里面带几本家电	直接小区门口~
0	3646	2	那能看	额
1	3647	0	介绍一下情况	看大概时间带实地看看
1	3647	1	您好请问房子周边学校	哪套房子房主
0	3647	2	谢谢六十多万不含家私	房子2003年建成首付100万税很少
0	3648	0	您好想了解御桥花园即将上架1室房源报价	南大附中
0	3648	1	想看看房子	应该周二看
1	3648	2	其他费用议价空间	明天时间
0	3648	3	看	不是中间户
0	3648	4	高税	不是
1	3649	0	想了解一下房子	不会房东底价卖市场价愿意卖愿意买
1	3649	1	有证	双面胶
1	3649	2	这套底价	打算看看房子
0	3649	3	房子贷款	去年挂牌租客只能节假日看房
0	3649	4	你好对口小学	时间
0	3650	0	配套教育 楼梯房咯	电话沟通
0	3650	1	税要付	问一下业主
0	3650	2	套房源价格优惠空间	这是金色环海二居室房子
0	3650	3	带家具	提前业主约一下
0	3650	4	惠城区	价格沟通
1	3651	0	增值税	套
0	3651	1	周末房子楼栋位置遮挡	只考虑带阁楼房子
0	3651	2	这套情况	几点有空帮约下
0	3651	3	这是几期房子	先发几套比较优质 看一下
0	3651	4	二期	楼梯房均价2.42.5平电梯房在2.7左右一平
1	3652	0	地下室采光	不是
0	3652	1	最近看房需求	比较介意高压线
0	3652	2	价格还少	没有
0	3653	0	你好   房子	暂时没有
1	3653	1	您好正在看九里堤北路52号院房子	电话PHONE同微信随时联系工作10年问题随时联系
0	3653	2	价格可能商量	今天问问
1	3654	0	能够看房	装修估计卖得快时间看看
0	3654	1	下边位置	房东没有特殊要求正常首付
0	3655	0	问一下底价	你好
0	3655	1	全款没个税	南面楼梯房考虑
0	3655	2	位置	加个微信推荐几套
1	3656	0	明天想再看看小屋	哦哦哦明白税费这方面业主协商一下
0	3656	1	今天看	时间方便
0	3656	2	带家具	时间看看
0	3657	0	锦园私立	协商一点价格
0	3657	1	那天帮算那套房子看看	这套看看
0	3657	2	首师大附中新建	小区两室房子没几涛
1	3658	0	570万房子手套首付钱	留个联系方式
0	3658	1	想明天去小区看房	对面小区去车站接
0	3658	2	房子不能贷款有没有房本	都首付
0	3658	3	房东要出价看看	带装修
0	3658	4	满3	留个联系方式
0	3659	0	二手装修房	找下
0	3659	1	房产证	临点智慧大街前排没有楼
0	3659	2	现在看房	有空来看
0	3659	3	能够看房	主要考虑孩子上学
0	3659	4	您好请问房子周边学校	中间不带电梯小板楼
0	3660	0	周边生活方便不	万业1楼带花园
0	3660	1	方便带看一下	您好老师
0	3660	2	单间配套一室一厅	地铁二号线300多米距离
0	3660	3	按揭贷款	好嘞哥带看一下
0	3660	4	采光	看具体付款方式
0	3661	0	能够看房	好王姐明天天好带看看华盛
1	3661	1	应该纯公积金贷款	2期
1	3661	2	网上写2002年交易	17年装修
1	3662	0	带家具电器	08卧室地方客厅
0	3662	1	您好请问房子周边学校	计算一下
0	3662	2	复地便宜原因是因为地点配套	这是户型图看下
0	3662	3	具体情况	都
0	3662	4	只看约好	价格可谈
0	3663	0	看	还好
0	3663	1	契税钱	协商
0	3663	2	是否含税	不临街9号楼
0	3663	3	还没   小区房子行情了解    看房子卖挺便宜   刚才说带车位   房子关注好久	落户
0	3663	4	您好正在看中航格澜郡阳光花园房子	先看房
0	3664	0	我想问下房子马路	初中16中
1	3664	1	那能看	上班班车坐公交开车
0	3664	2	您好请问户型优缺点	贵点
0	3664	3	首付	接受钱业主去聊一下
1	3664	4	买卖时税费高	隔壁稍微好点
1	3665	0	这种情况买	这面考虑周围三居室
1	3665	1	看房方便	您好
0	3665	2	不满税要交	知道
0	3666	0	看188	活成两种样子发光不发光不发光都发光做准备
1	3666	1	看看	长沙链家NAME很高兴为您服务电话PHONE微信电话号长沙购房政策房源疑问欢迎随时咨询
1	3666	2	1栋靠外面路靠里面路忘记	贝壳上房子都真实在售
0	3667	0	不要单间配套	大概时间
0	3667	1	姑苏区小学好中学好	业主没南京
0	3667	2	看	真应该跑跑盘
0	3668	0	房子清水房	熬先生点击进入
0	3668	1	税钱	目前实验学区   奥林清华 三个区
0	3668	2	房子情况	远不远
0	3668	3	价格能谈	划拨性质
0	3668	4	产权证	这套感觉套三户型
1	3669	0	东北看一下	滁小三十八中本部
0	3669	1	正常住宅交可交易	好
0	3669	2	有没有税	两点半
1	3670	0	家具家电都带	号码我记一下稍后加微信发送一下位置路线
0	3670	1	看	百分之三十
0	3670	2	您好请问套房源首付	物业费
1	3671	0	周边配套	问下
1	3671	1	到时候看房再留电话	您好
0	3671	2	三百多平米户型	您好之前咨询省会高校教师生活园区小区新上房源不知道是否感兴趣
1	3672	0	配套好	河西中心小学对应中学二片
0	3672	1	房子小区	有带学校位方便留个电话
0	3672	2	过户付全款	我觉价格3.23.3差不多
1	3673	0	明天时间帮约几套三居室	商量
0	3673	1	位置	 公积金3.25
0	3673	2	装修	之前来过小区
0	3673	3	您好请问房子周边学校	首套房二套
0	3673	4	全款610不能贷款	请问帮到
1	3674	0	学校情况	顺德
0	3674	1	现在看看	时间方便约一下
0	3674	2	你好套房源感兴趣请问 VR 看房	没事
0	3675	0	您好请问房子周边学校	3期
0	3675	1	这是几期	属于中间楼层
1	3675	2	几期说	全部下来80万房东成本价卖难
0	3675	3	随时方便看房	好
0	3675	4	我发这套情况	直升
1	3676	0	底价	几点时间过来
0	3676	1	能够看房	5层业主西城买学区房住11月份具体价格见面谈出来业主现在说1280万还谈
0	3676	2	套房源价格优惠空间	非顶楼
0	3677	0	房子两年	带你去房子里面看下
1	3677	1	小刘看看套房不	杭州市采荷第一小学钱江苑校区杭州市钱江新城实验学校
0	3677	2	能够看房	考虑房子
0	3678	0	房子几期是不是一期	考虑楼层北区
0	3678	1	几楼采光	业主样子想
0	3678	2	加上税费总价大概	首付大概
1	3679	0	房子房产证拿到	方便去看
0	3679	1	您好请问户型优缺点	想时间看
0	3679	2	先帮问问底价	几点去
1	3680	0	房子税是不是很高	上次咨询价格1638万报价已经下调40万
0	3680	1	您好请问房子周边学校	老孟撒
0	3680	2	满几年	重新装
0	3680	3	毛坯	最低260万
0	3680	4	毛坯装修后	钥匙
1	3681	0	看螺岭房子2房	11位数号码行不要
1	3681	1	自如装修那套看嘛	便宜便宜道理
0	3681	2	房子	特别简单装修
0	3682	0	小孙问下房东房子80万卖不卖	做一站地铁大学城
0	3682	1	公积金贷款	房主没有说底价能谈
0	3682	2	这是二期	好
0	3682	3	啥时候证满两年	👌
0	3682	4	是不是就要交增值税	33
0	3683	0	二套税	现在过来
0	3683	1	小学初中都学区	花香
1	3683	2	没证	抵押房东正常房贷银行抵押
0	3683	3	能够看房	都
0	3683	4	户型	客厅北向
0	3684	0	3202似乎毛坯难道3205	您好
0	3684	1	电器	好张姐😁
1	3684	2	有证	机场路北郊考虑
0	3684	3	约看	朋友不了解情况
0	3684	4	现在方便带看一下	您好发房子还链家所有房源均真实售房源想看看帮约业主时间
0	3685	0	想看看这套	不选几套优质二手出来看下
0	3685	1	家具家电	满
0	3685	2	房子最低点多钱	昨天看那套房子好抢手
1	3686	0	其他费用议价空间	您好之前咨询山水康桥小区新上房源不知道是否感兴趣
0	3686	1	您好请问房子周边学校	都快咨询一年
0	3686	2	您好请问房子周边学校	发给好
0	3686	3	楼价格最低	青枫墅园学校更确定一定
0	3686	4	385万今晚看	好
1	3687	0	家具家电	房东协商
0	3687	1	看得见不找几套	商业性质
0	3687	2	您好请问户型优缺点	请稍等
1	3688	0	万科几期	好
0	3688	1	贷款	好
0	3688	2	房产证没问题	阳台都落地窗
0	3688	3	套房源价格优惠空间	中介
0	3688	4	五一期间随时看房	你好
0	3689	0	下午看看	这套刚登记正在协调看房时间
1	3689	1	您好请问房子周边学校	随时看房子
0	3689	2	还再低	应该中间户
0	3690	0	能够看房	听描述个人感觉碧春园挺符合
0	3690	1	周边咋样	小区出门地铁站
0	3690	2	地铁配套成熟	12年左右建成
0	3690	3	临街	明天有空看房
0	3690	4	这是特殊户型	先带VR看一下
1	3691	0	房价小刀	今天两套房子不错推荐下
0	3691	1	房子看	晚上下班周末看
0	3691	2	装修	中学成都市第三十七中学青羊实验中学摇号读
